👇SmartTV2👇,#genre#
HBO Signature,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbosignature
HBO Hits,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hbohits
NatGeo Wild HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Natgeowild
Cartoon Network,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cn
Nickelodeon,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Nickelodeon
Nick Jr,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Nickjr
Citra,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Citra
Sensasi,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Sensasi
Aura,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Aura
Rania,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rania
Boo,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Boo
Awesome TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Dsangat
Sony HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=SetOne
KBS World,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=KBS
TvN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TVN
Astro Premier,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Astropremier
AEC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AEC
華麗台 HD （Wah Lai Toi）,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Wlt
歡喜台 HD （Hua Hee Tai）,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Huahee
歡喜台 backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Huahee_backup
Astro QJ,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Quanjia
TVB Jade,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvbjade
TVB Asia,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvbasia
TVB Entertainment,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvbentertainment
TVB Classic,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvbclassic
AOD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AodHD
One,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=One_mega
TVB 星河台  Xing He,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Xinhe
愛奇藝 iQiyi,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Qiyi
Animal Planet (Eng),http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AnimalPlanet
tvN Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvnmovie
CNN backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cnn_twn
Celestial Classic,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Celestial2
CNBC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cnbc_twn
TLC,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tlc
CNA,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cna
AFC 亞洲旅遊台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=asiatravel_twn
BBC World News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bbcnews_twn
Foodnetwork Hd,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Foodnetwork_mega
HGTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=HGTV
RTM Sports HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rtmsport
Goshop,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Goshop
Celestial Movies HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Celestial_mega
Arena,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Arena
Axn HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Axn
Paramount Network,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Paramountnetwork
Arena 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Arena2
Astrol Kplus,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Kplus
Rock Actions,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rockaction
Bloomberg News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bloomberg_twn
Al-Jazeera,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=aljazeera_twn
Rock Entertainment,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rockentertain
Showcase,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Showcase_mega
BolaArena 1,http://66.90.99.154:8278/Bolaarena1
BolaArena 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bolaarena2
SmartTV-Singapore,#genre#
Channel 5,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Channel5HD
Ch 5 backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Ch5_mega
Channel 8,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Channel8HD
Channel 8 backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Ch8_mega
Suria,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Suria
Suria backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Suria_backup
Channel U,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ChannelU
Channel U backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ChU_mega
Vasantham,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Vasantham
Vasantham backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Vasantham_mega
CNA,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cna
CNA backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cna_twn
SmartTV-Indonesia,#genre#
TVRI National,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TVRI
RCTI,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rcti
Kompass TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Kompass
Berita Satu,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=BeritaSatu_eko
Indosiar HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Indosiar
AnTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Antv
MNC TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Mnctv
Trans 7,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Trans7_eko
Transtv,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Transtv
JTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=JTV_eko
Metro TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=metrotv_eko
Cinemax,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cinemax
SCTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=SCTV
Tvone,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvone
TVMU,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TVMU_eko
GTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Gtv
RTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rtv
Jak TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=JakTV
iNews TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Inewstv
Daai TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=DaaiTV
Net TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=NetTV
Animax,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Animax
EWTN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Ewtn
AlQuran AlKareem,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=AlQuran
Tawaf TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=TawafTV
Vision Prime,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=VisionPrime
Muslim TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=MuslimTV
Music TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=MusicTV
Lifestyle&Fashion,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Lifestyle
Entertain,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Entertain
Hits,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hits
Warner TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=WarnerTV
SCM,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Weishimovie
Thrill,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Thrill
Fight Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Fs
Beinsports 2 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bein2hd
Hits Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Hitsmovie
One,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=One_mega
tvN Movie,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Tvnmovie
Celestial Movies HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Celestialindo
Rock Actions,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rockaction
Rock Entertainment,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rockentertain
SmartTV-Hongkong,#genre#
翡翠台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jade_twn
iNews 新聞,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=inews_twn
J 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=j2_twn
J2 備用,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=j2_hkdavid
珍珠台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=pearl_twn
珍珠台  備用,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=pearl_hkdavid
鳳凰香港,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hkphoenix_twn
無線財經資訊台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tvbcaijing_twn
TVB 星河,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tvbxinhe_twn
RHK 31,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=rhk31_twn
VIUTV1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viu1_twn
RHK 32,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=rhk32_twn
鳳凰衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixtv_hd
鳳凰資訊,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixinfo_hd
Viu6,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viusix_twn
Viu TV 69,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=viutv69_hkdavid
翡翠台 backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jade_mike
SmartTV-China,#genre#
CCTV-1 綜合 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv1
CCTV-2 財經,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv2
CCTV-3 綜藝 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv3
CCTV-4 中文國際,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv4
CCTV4 新聞,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Cctv4
CCTV-7 軍事農業,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv7
CCTV-8 電視劇 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv8hd
CCTV-9 記錄 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv9hd
CCTV-10 科教 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv10hd
CCTV-11 戲曲,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv11
CCTV-12 社會與法,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv12
CCTV-13 新聞頻道,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv13
CCTV-14 少兒,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv14
CCTV-6,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv6
CCTV-15 音樂,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv15
湖南衛視 （備份）,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hunan_twn
浙江衛視 （備用）,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=zhejiang_twn
江蘇衛視 （備份）,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jiangsu_twn
深圳衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=shenzhen
福建東南衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=fujian
廣東南方衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nanfang_twn
廣東衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=guangdongweishi_twn
北京衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=beijing
珠江台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=zhujiang
廣西衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=guangxi
湖北衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hubei
四川衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sichuan_twn
鳳凰衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixtv_hd
東方衛視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=dongfangweishi_twn
CGTN,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=CGTN
CCTV-17,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv17
CCTV-5 體育頻道,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv5
CCTV-5+ 體育賽事 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv5plus
鳳凰資訊,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=phoenixinfo_hd
SmartTV-Sports,#genre#
Euro Cup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Anzhoubei
Supersports 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Assp1
Supersports 1 backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_assp1
Supersportq 1 backup2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Assp1_mega
Supersports 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Assp2
Supersports 2 backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_assp2
Supersports 3,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Assp3
Supersports 3 backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_assp3
Supersports 3 backup2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Assp3_mega
Supersports 4,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Assp4_mega
Supersports 4 backup,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_assp4
Bein 2HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Beinhd
Supersports 5,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_assp5
Beinsports HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Besports
Champion 5 EPL,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Champion5epl
WWE,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Wwe
Champion 6 EPL,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Champion6epl
Fight Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Fs
UFC Network,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ufc_mega
NBA TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=nbatv_twn
Astro Cricket,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Acricket_mega
Astro Golf,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Agolf
TNT Sports 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=beeone
TNT Sports 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=beetwo
TNT Sports 3,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=beethree
TNT Sports 4,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=beefour
Sony Ten 1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ten1_raj
Sony Ten 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ten2_raj
Sony Ten 3,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ten3_raj
SPOTV 1 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_spotv
SPO TV 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=go_spotv2
Beinsports 2 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bein2hd
Skysports Arena,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongarena
Skysports F1,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongf1
Skysports Cricket,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongcricket
Skysports EPL,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongepl
Skysports Football,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongfootball
Skysports Golf,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankonggolf
Skysports Main Event,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongmain
Skysports News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongnews
Skysports NFL,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongnfl
Skysports Racing,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongracing
Skysports Mix,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tiankongmix
CCTV-5 體育頻道,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv5
CCTV-5+ 體育賽事 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv5plus
愛爾達體育2台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltasport2_twn
愛爾達體育3台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=eltasport3_twn
RTM Sports HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rtmsport
Arena,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Arena
Arena 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Arena2
BolaArena 1,http://66.90.99.154:8278/Bolaarena1
Bein 1 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein1_mega
Bein 2 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein2_mega
Bein 3 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein3_mega
Bein 4 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein4_mega
Bein 5 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein5_mega
Bein 6 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein6_mega
Bein 7 Sports,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=bein7_mega
Rugby Pass TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Rugbypasstv
BolaArena 2,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=Bolaarena2
SmartTV-Taiwan,#genre#
TVBS News 新聞,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tvbs_n
TVBS 歡樂台 （備份）,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tvbshuanle_twn
TVBS HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=tvbs
中天新聞 HD,http://66.90.99.154:8278/ctinews
中天娛樂 CTI Entertaiment,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ctient
中天綜合 CTI Metro,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ctizhonghe
中天亞洲台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ctiasia_twn
台視 TTV HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ttv_taiwan
台視新聞,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ttvnews_twn
台視綜合台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ttvzhonghe_twn
中視 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=zhongshihd_twn
中視新聞,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=zhongshinews_twn
民視 HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ftvhd_taiwan
民視新聞 FTV News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ftvnew_taiwan
民視台灣台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ftvtaiwan_twn
華視 CTS HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ctshd_twn
公視 CTV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ctv_taiwan
八大第一 GTV First,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=badafirst
八大綜合 GTV Metro,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=badazhonghe
八大戲劇 GTV Drama,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=badadrama
八大娛樂 GTV Entertainment,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=badaentertain
HBO_HD,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hbohd_twn
HBO_HITS,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hbohits_twn
Hollywood Movies,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=hollywoodmovies_twn
三立台灣 Sanli Taiwan,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sanlitaiwan
三立戲劇台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sanlixiju_twn
三立綜合 Sanli Metro,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sanlizhonghe
三立都會台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=sanlidouhui
東森新聞 ETTV News,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvnews
CINEMAX,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cinemax_twn
東森綜合 ETTV Metro,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvzhonghe
東森戲劇 ETTV Drama,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvdrama
東森超視,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvsuper
東森財經新聞 ETTV Business,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=ettvcaijing_twn
寰宇財經,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=huanyutaiwan_twn
寰宇新聞,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=huanyuxinwen_twn
大愛1台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=daai_twn
非凡新聞,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=feifannews_twn
龍華戲劇 Lunghua Drama,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lunghuaxiju_twn
龍華戲劇台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lunghuaxiju_twn
龍華經典台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lunghuajingdian_twn
龍華偶像,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=lunghuaidol_twn
AXN Taiwan,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=axn_twn
靖天國際台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jingtianintl_twn
年代新聞,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=niandainews_twn
