CCTV,#genre#
CCTV13,http://zy.otioi.cn/live/live.php?token=OTl3ByOe14&id=cctv13
CCTV13,http://222.223.118.222:2180/live/cctv13/index.m3u8
CCTV13,http://183.92.4.163:4000/udp/228.0.0.202:6108
CCTV13,http://222.241.154.37:9901/tsfile/live/23013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://60.6.255.8:2180/live/cctv14/index.m3u8
CCTV14,http://zy.otioi.cn/live/live.php?token=OTl3ByOe14&id=cctv14
CCTV14,http://222.223.118.222:2180/live/cctv14/index.m3u8
CCTV14,http://183.92.4.163:4000/udp/228.0.0.14:6108
CCTV14,http://222.241.154.37:9901/tsfile/live/23014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://60.6.255.8:2180/live/cctv15/index.m3u8
CCTV15,http://zy.otioi.cn/live/live.php?token=OTl3ByOe14&id=cctv15
CCTV15,http://222.223.118.222:2180/live/cctv15/index.m3u8
CCTV15,http://183.92.4.163:4000/udp/228.0.0.15:6108
CCTV15,http://222.241.154.37:9901/tsfile/live/23015_1.m3u8?key=txiptv&playlive=1&authid=0
CGTN俄语,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,http://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,http://livear.cgtn.com/1000a/prog_index.m3u8

🍁海岸一线,#genre#
時尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
時尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
時尚FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/playlist.m3u8
凤凰资讯,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.183:9086
凤凰中文,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.184:9092
凤凰资讯,http://183.234.238.18:8926/live1128.m3u8
凤凰中文,http://183.234.238.18:8927/live1129.m3u8
凤凰中文,http://wouu.net:9977/udp/239.93.0.162:2192
凤凰中文,http://wouu.net:9977/udp/239.93.1.9:2192
凤凰资讯,http://wouu.net:9977/udp/239.93.0.118:2191
凤凰资讯,http://wouu.net:9977/udp/239.93.1.4:2191
凤凰中文,http://free.xiptv.x10.bz/kudou.php?id=121 
凤凰香港,http://free.xiptv.x10.bz/kudou.php?id=123
凤凰中文,http://58.250.155.2:8180/TV00000000000000000031@HHZT
凤凰中文高,http://171.213.129.135:9999/udp/239.93.0.162:2192#http://171.213.129.135:9999/udp/239.93.1.9:2192
凤凰资讯高,http://171.213.129.135:9999/udp/239.93.0.118:2191#http://171.213.129.135:9999/udp/239.93.1.4:2191
凤凰中文,http://www.erbao1981.top:8188/udp/239.76.246.135:1234
凤凰资讯,http://udnhls.skilldns.com:80/fhzx-cn.m3u8
凤凰资讯,mitv://135.148.104.228:19806/3f7b6ed02526445e89ce536992d04ef5
凤凰资讯,P2p://generationnexxxt.com:19806/3f7b6ed02526445e89ce536992d04ef5
凤凰资讯,http://www.erbao1981.top:8188/udp/239.76.246.134:1234
凤凰香港,mitv://135.148.104.228:19806/51ed8623722a469f8caa15a0e12a6761
凤凰香港,P2p://generationnexxxt.com:19806/51ed8623722a469f8caa15a0e12a6761
CGTN频道,http://e1.woc.iiiya.cn:8888/rtp/239.61.2.19:8108
CGTN法语,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.44:9782
CGTN俄语,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.45:9788
CGTN德语,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.43:9776
CHC动作,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.16:9616
中天新闻频道,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天新闻频加,http://cdn.iptv8k.top/dl/jspd.php?id=23
中天新闻频道,http://tw.ts138.top/4g/?id=4gtv-4gtv009
中天新闻频玖,http://8.137.59.151:3009/TV2/gat.php?id=40
Now新闻频玖,http://8.137.59.151:3009/TV2/gat.php?id=19
无线明珠频玖,http://8.137.59.151:3009/TV2/gat.php?id=10
东森新闻频道,http://tw.ts138.top/4g/?id=4gtv-4gtv152
凤凰香港t,http://avd.iptviptv.site:9694/hls/730/index.m3u8
凤凰中文t,http://avd.iptviptv.site:9694/hls/731/index.m3u8
凤凰资询t,http://avd.iptviptv.site:9694/hls/732/index.m3u8
重温经典t,http://avd.iptviptv.site:9694/hls/716/index.m3u8
新视觉t,http://avd.iptviptv.site:9694/hls/717/index.m3u8
劲爆体育t,http://avd.iptviptv.site:9694/hls/718/index.m3u8
魅力足球t,http://avd.iptviptv.site:9694/hls/719/index.m3u8
北京体育t,http://avd.iptviptv.site:9694/hls/800/index.m3u8
V音乐台t,http://avd.iptviptv.site:9694/hls/1000/index.m3u8
HBOt,http://avd.iptviptv.site:9694/hls/1001/index.m3u8
俄罗斯t,http://avd.iptviptv.site:9694/hls/1003/index.m3u8
日本NHKt,http://avd.iptviptv.site:9694/hls/1004/index.m3u8
韩国KBSt,http://avd.iptviptv.site:9694/hls/1005/index.m3u8
翡翠台(广电)t,http://avd.iptviptv.site:9694/hls/99/index.m3u8
明珠台t,http://avd.iptviptv.site:9694/hls/103/index.m3u8
翡翠台(原版t),http://avd.iptviptv.site:9694/hls/98/index.m3u8
千禧经典台t,http://avd.iptviptv.site:9694/hls/901/index.m3u8
翡翠台4kt,http://avd.iptviptv.site:9694/hls/902/index.m3u8
Animaxt,http://avd.iptviptv.site:9694/hls/903/index.m3u8
美亚电影台t,http://avd.iptviptv.site:9694/hls/904/index.m3u8
TVB PLUSt,http://avd.iptviptv.site:9694/hls/905/index.m3u8
无线新闻台t,http://avd.iptviptv.site:9694/hls/906/index.m3u8
天映經典t,http://avd.iptviptv.site:9694/hls/914/index.m3u8
黃金翡翠t,http://avd.iptviptv.site:9694/hls/916/index.m3u8
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
东森超视,rtmp://f13h.mine.nu/sat/tv331
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
MoMo,rtmp://f13h.mine.nu/sat/tv761
DAZN体育-1,rtmp://f13h.mine.nu/sat/tv731
DAZN体育-2,rtmp://f13h.mine.nu/sat/tv741
中视闽南,rtmp://f13h.mine.nu/sat/tv091
台视闽南,rtmp://f13h.mine.nu/sat/tv071
华视闽南,rtmp://f13h.mine.nu/sat/tv111
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo,rtmp://f13h.mine.nu/sat/tv761
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来体育,rtmp://f13h.mine.nu/sat/tv721
中视闽南,rtmp://f13h.mine.nu/sat/tv091
视闽南,rtmp://f13h.mine.nu/sat/tv071
华视闽南,rtmp://f13h.mine.nu/sat/tv111
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo,rtmp://f13h.mine.nu/sat/tv761
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来体育,rtmp://f13h.mine.nu/sat/tv721
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2,rtmp://f13h.mine.nu/sat/tv741
台视,rtmp://220.130.201.73/sat/tv071
民视,rtmp://220.130.201.73/sat/tv051
纬来体育,rtmp://220.130.201.73/sat/tv721
纬来日本,rtmp://220.130.201.73/sat/tv771
东森超视,rtmp://220.130.201.73/sat/tv331
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
華視,rtmp://f13h.mine.nu/sat/tv111
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741

🍁海岸二线,#genre#
👿TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大,http://61.221.215.25:8800/hls/56/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大,http://61.221.215.25:8800/hls/56/index.m3u8
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
AMC 电影,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大,http://61.221.215.25:8800/hls/56/index.m3u8
DW,http://61.221.215.25:8800/hls/1/index.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8

八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大,http://61.221.215.25:8800/hls/56/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大戲劇HD,http://61.221.215.25:8800/hls/39/index.m3u8
八大綜合HD,http://61.221.215.25:8800/hls/56/index.m3u8
八大第1HD,http://61.221.215.25:8800/hls/55/index.m3u8
三立戲劇,http://61.221.215.25:8800/hls/41/index.m3u8
AMC電影,http://61.221.215.25:8800/hls/43/index.m3u8
探索亞洲,http://61.221.215.25:8800/hls/50/index.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC电影,http://61.221.215.25:8800/hls/43/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
49号,http://61.221.215.25:8800/hls/49/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大,http://61.221.215.25:8800/hls/56/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
华语,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
蕃薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
镜新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
NHK华语,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
👿CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
大爱一,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
GOOD卡通,https://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8
大立,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
LOVENATURE 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
环球,http://zb.xzxwhcb.com:9999/hls/world.m3u8
好消息綜合,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
动物世界 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
韩国电影1,https://stream.ads.ottera.tv/playlist.m3u8?network_id=595
韩国电影2,https://stream.ads.ottera.tv/playlist.m3u8?network_id=743
韩国电影3,https://stream.ads.ottera.tv/playlist.m3u8?network_id=742
亚洲经典,http://goldfm.cn:8000/goldfm
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
Arirang TV,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
靖宇,http://stream8.jlntv.cn/jytv/sd/live.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8


🌙海岸三线,#genre#
星空卫视,http://wouu.net:9977/rtp/239.93.1.10:2193
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
无线新闻,mitv://147.135.39.171:9906/66141a3d000c7a12f94c49ad085f4fe9
无线新闻,mitv://135.148.104.228:19806/132be793de424970abd09ef9fe09db07
now新闻,mitv://135.148.104.228:19806/b9ba3f0b06b14fe69ac2cbf51c77d816
港31,mitv://135.148.104.228:19806/c7cd517a9e5b44a9b6037c90f998627f
港32,mitv://135.148.104.228:19806/8ef4a2b7bac54aba8b17dfd2071df91f
HOY TV,mitv://135.148.104.228:19806/532d47eca340456a814ba21cc5e68a52
翡翠(备),mitv://147.135.39.171:9906/66430d4f000d5d62b0b20b3f5bac56f2
TVB Plus,mitv://135.148.104.228:19806/faf51cf453a84400be019b14939e49f6
TVB Plus,mitv://147.135.39.171:9906/65fd6048000be8b2a085bc4d061c504d
TVB娱乐新闻,mitv://135.148.104.228:19806/e77d39049c07479ab0ff57800c6e5b06
无线新闻,mitv://147.135.39.171:9906/665fe3b70003d98a2157b5c1769244d0
PopC,mitv://135.148.104.228:19806/3ae0f859370b4f17baec42495be6f043
ViuTVsix,mitv://135.148.104.228:19806/b6f920891ad9473ca6f839df7616f580
ViuTV,mitv://135.148.104.228:19806/956aa1340cd5439689da84cff7a5eaae
TVB星河,mitv://135.148.104.228:19806/e94f4c244af8464fb06eff4c9da250a6
TVB星河,mitv://135.148.104.228:19806/afcbb73766d64754bd8d35fc330aae1c
澳门-MACAU,mitv://135.148.104.228:19806/b08e564af8cf49e2a0fadaf4978a04cf
澳门莲花,mitv://135.148.104.228:19806/cd6e7bcddc7c4e6ea2e6d7b6dfa03ae8
HKC 18,mitv://135.148.104.228:19806/e38b0ea6a9174a92bf7f30a36d4e0fe9
戏曲,mitv://135.148.104.228:19806/131a3f2bbae740fc982903c576a97920
翡翠,mitv://147.135.39.171:9906/66430d4f000a06ccb0b20a650b4b5d65
千禧经典,mitv://135.148.104.228:19806/b3069418cdff4c69bb544e4b1ff04d56
Thrill,mitv://135.148.104.228:19806/d20fff7aa7d64ab19d2a39da2970734a
明珠,mitv://135.148.104.228:19806/066930b0d2764f05a9b8a0019efe82fe
now财经,mitv://135.148.104.228:19806/f0dd1f92af2845c2abd2ff29aff2b8ca
美亚电影(粤语),mitv://135.148.104.228:19806/81ea49b841454e1c901ac507f231a581
18,mitv://135.148.104.228:19806/2cd619b81446414fb605daa1e86bebd6
HOY资讯,mitv://135.148.104.228:19806/f40dc92cdc224868b83be4156ec315dc
Hands Up,mitv://135.148.104.228:19806/7c21e515d5264c9fa21035456fd5024a
粤语片,mitv://135.148.104.228:19806/3d6644cc478648c2952a8c69cb9fccf5
亚洲剧,mitv://135.148.104.228:19806/08cc25f383fd45e8b063efb2b2708dbc
功夫,mitv://135.148.104.228:19806/85398bbb5112406b95c5780d36d3a173
now新闻,mitv://135.148.104.228:19806/86a69c6de155405ba916819e2634aa74
香港国际财经,mitv://135.148.104.228:19806/bddf0c6b88474142a2cab7219a93af54
黄金翡翠,mitv://135.148.104.228:19806/1444d681fb1b44d4a20ff001c2bb2f7c
PopC,mitv://135.148.104.228:19806/63cdb28090d949ed824376fab51fdd12
翡翠,mitv://135.148.104.228:19806/2c1ef45c2c174f5c8df4d049e1cbccfd
now财经,mitv://135.148.104.228:19806/415e15f33f8b4b5b95a400a406abd534
TVB娱乐新闻,mitv://135.148.104.228:19806/05e767dba8fa48e9ba386ed231c94318
明珠,mitv://135.148.104.228:19806/6ea5ab8d22f04024b3fac9bfb2b243aa
香港国际财经,mitv://135.148.104.228:19806/b6594fa379204fc5b11ba4bc3fe7d932
TVB星河,mitv://135.148.104.228:19806/afcbb73766d64754bd8d35fc330aae1c
澳门莲花,mitv://135.148.104.228:19806/f7ac1f0fdbe64fcc82cee29e0b590242
澳门-MACAU,mitv://135.148.104.228:19806/a2bbc4a4feec4168804624c67fdea801
黄金翡翠,mitv://135.148.104.228:19806/99b70f5afa114465aa463db0cfed6569
ViuTVsix,mitv://135.148.104.228:19806/ea75ceca822f454bb858845559d5fc55
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8?$官源
莲花卫视,http://php.jdshipin.com:8880/amlh.php
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
鳳凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
https://ali.hlspull.yximgs.com/live/12344.flv
NHK,http://61.221.215.25:8800/hls/51/index.m3u8

电信专线,#genre# 
CCTV-1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8 
CCTV-2财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8 
CCTV-3综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8 
CCTV-4中文国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8 
CCTV-5体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8 
CCTV-5+体育赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8 
CCTV-6电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8 
CCTV-7国防军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8 
CCTV-8电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8 
CCTV-9纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8 
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8 
CCTV-11戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8 
CCTV-12社会与法,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8 
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8 
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8 
